municipio,local,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Total
260910,MACHADOS,-,6,86,5,21,169,10,6,49,502,-,110,241,1205
260915,MANARI,-,2,173,35,-,-,13,-,20,2,5,1,1,252
260920,MARAIAL,-,-,-,-,1,-,2,11,-,-,1,23,1,39
260930,MIRANDIBA,-,109,13,65,-,4,122,15,4,38,2,18,-,390
260940,MORENO,-,42,1061,911,2,86,75,70,192,12,1,36,3,2491
260950,NAZARE DA MATA,-,-,125,31,1,-,208,55,668,377,2,241,72,1780
260960,OLINDA,-,271,2463,711,394,182,590,215,237,147,266,1429,579,7484
260970,OROBO,-,-,146,251,14,34,54,6,113,92,1,15,4,730
260980,OROCO,-,2,4,2,1,-,33,17,-,73,1,43,5,181
260990,OURICURI,-,5,29,30,6,3,20,39,4,42,11,61,28,278
261000,PALMARES,-,11,172,279,28,105,590,38,237,173,21,100,40,1794
261010,PALMEIRINA,-,-,36,17,-,4,45,34,-,4,2,16,-,158
261020,PANELAS,-,104,87,61,15,2,131,62,8,4,6,110,19,609
261030,PARANATAMA,-,-,12,25,7,6,85,8,3,2,3,53,3,207
261040,PARNAMIRIM,-,12,19,15,-,15,224,38,4,8,6,5,51,397
261050,PASSIRA,3,199,511,35,7,122,10,7,30,5,75,316,74,1394
261060,PAUDALHO,-,11,77,36,13,17,261,8,783,306,85,27,26,1650
261070,PAULISTA,-,444,1198,692,102,347,1329,1474,1261,1147,890,934,731,10549
261080,PEDRA,-,20,876,27,28,14,49,35,15,17,1,8,4,1094
261090,PESQUEIRA,-,3,2138,855,93,22,248,132,5,38,4,37,30,3605
261100,PETROLANDIA,-,12,49,81,3,1,2,2,7,19,2,8,14,200
261110,PETROLINA,-,829,1558,322,24,124,1482,2692,223,490,67,211,94,8116
261120,POCAO,-,-,552,705,20,1,5,1,1,1,21,60,790,2157
261130,POMBOS,-,3,115,111,-,-,108,4,81,25,-,84,18,549
261140,PRIMAVERA,-,3,51,36,2,8,-,3,77,3,5,5,-,193
261150,QUIPAPA,-,-,131,111,6,7,128,52,40,482,28,55,35,1075
261153,QUIXABA,-,4,12,1,-,2,4,18,-,67,-,37,1,146
261160,RECIFE,5,2178,32118,18773,1749,2276,7236,2600,9924,2239,2435,4932,3594,90059
261170,RIACHO DAS ALMAS,-,-,149,18,-,3,-,-,10,38,3,3,48,272
261180,RIBEIRAO,-,6,218,58,9,1,16,-,10,1,-,-,1,320
261190,RIO FORMOSO,-,2,25,289,20,1,164,54,307,4,-,121,431,1418
261200,SAIRE,-,-,19,-,-,17,-,4,27,24,3,122,47,263
261210,SALGADINHO,-,-,118,2,-,-,2,4,23,-,-,9,8,166
261220,SALGUEIRO,1,1594,327,343,7,228,3182,912,10,318,37,772,183,7914
261230,SALOA,-,-,17,25,6,2,11,2,3,1,1,12,-,80
261240,SANHARO,-,16,792,323,19,1,3,28,2,17,6,41,91,1339
261245,SANTA CRUZ,-,-,4,1,1,2,10,14,1,16,9,7,2,67
261247,SANTA CRUZ DA BAIXA VERDE,-,14,364,76,1,5,16,-,4,91,3,22,8,604
261250,SANTA CRUZ DO CAPIBARIBE,-,44,589,19,59,89,42,75,179,221,68,28,16,1429
261255,SANTA FILOMENA,-,-,15,6,2,-,3,4,-,151,28,16,10,235
261260,SANTA MARIA DA BOA VISTA,-,3,18,4,-,5,9,51,9,36,-,33,15,183
261270,SANTA MARIA DO CAMBUCA,-,1,111,9,14,5,1,1,-,-,-,9,3,154
261280,SANTA TEREZINHA,-,-,121,238,25,1,6,11,3,66,5,79,-,555
261290,SAO BENEDITO DO SUL,-,-,5,4,-,1,2,1,11,55,-,13,1,93
261300,SAO BENTO DO UNA,-,5,991,13,31,9,13,5,7,23,17,35,43,1192
261310,SAO CAITANO,-,1,71,12,38,4,13,17,2,14,-,13,59,244
261320,SAO JOAO,-,-,14,301,207,16,59,37,-,5,4,131,13,787
261330,SAO JOAQUIM DO MONTE,-,3,70,69,11,7,36,1,5,-,1,5,10,218
261340,SAO JOSE DA COROA GRANDE,-,2,129,57,2,1,77,-,12,13,2,7,14,316
261350,SAO JOSE DO BELMONTE,-,103,105,12,5,4,193,7,58,42,63,20,16,628
261360,SAO JOSE DO EGITO,-,62,835,5,1,2,118,27,3,70,36,109,10,1278
261370,SAO LOURENCO DA MATA,-,18,721,1030,10,250,795,233,61,29,8,562,223,3940
261380,SAO VICENTE FERRER,-,140,22,39,26,2,68,3,258,15,-,25,7,605
261390,SERRA TALHADA,-,58,438,205,7,15,1028,19,32,352,30,100,47,2331
261400,SERRITA,-,63,53,46,-,2,37,54,2,23,-,58,103,441
261410,SERTANIA,-,1,143,825,5,1,391,13,4,5,1,2,4,1395
261420,SIRINHAEM,-,33,18,384,45,-,135,32,85,3,-,20,2,757
261430,MOREILANDIA,-,3,1,1,3,1,74,13,4,2,9,3,21,135
261440,SOLIDAO,-,1,12,31,2,1,136,-,5,2,3,106,1,300
261450,SURUBIM,-,12,2327,22,192,9,40,95,187,104,5,103,33,3129
261460,TABIRA,-,32,439,84,-,5,75,-,5,16,5,138,27,826
261470,TACAIMBO,-,8,35,3,15,7,-,2,-,1,8,-,1,80
261480,TACARATU,-,-,527,40,3,-,51,-,-,9,1,51,124,806
261485,TAMANDARE,-,11,13,46,-,-,62,-,85,49,3,10,9,288
261500,TAQUARITINGA DO NORTE,-,8,854,26,1,-,1,-,6,1,-,3,3,903
261510,TEREZINHA,-,56,1,1,-,-,37,8,2,9,30,159,4,307
261520,TERRA NOVA,-,17,30,3,-,-,390,25,3,46,17,55,13,599
261530,TIMBAUBA,-,1,610,780,15,36,216,20,35,70,5,30,21,1839
261540,TORITAMA,-,21,274,2,106,-,44,3,1,15,1,12,9,488
261550,TRACUNHAEM,-,3,12,702,-,-,-,-,273,317,28,78,-,1413
261560,TRINDADE,-,2,38,8,1,2,12,45,7,14,8,12,13,162
261570,TRIUNFO,-,12,111,17,1,4,67,59,1,7,-,18,4,301
261580,TUPANATINGA,-,16,220,260,8,2,42,57,11,5,2,26,1,650
261590,TUPARETAMA,-,-,33,3,-,1,14,7,2,8,7,69,2,146
261600,VENTUROSA,-,-,468,17,30,31,16,2,17,8,4,14,1,608
261610,VERDEJANTE,-,54,88,7,-,-,250,13,8,36,9,32,20,517
261618,VERTENTE DO LERIO,-,2,74,209,-,1,11,21,3,2,-,3,-,326
261620,VERTENTES,-,50,2166,142,88,1,14,10,5,8,15,67,28,2594
261630,VICENCIA,-,10,211,238,2,6,48,-,54,30,4,32,38,673
261640,VITORIA DE SANTO ANTAO,-,22,1603,1584,54,647,256,74,1069,195,256,245,221,6226
261650,XEXEU,-,4,-,16,10,11,9,-,25,18,1,65,5,164
270010,AGUA BRANCA,-,3,34,10,1,-,3,2,1,10,-,54,4,122
270020,ANADIA,-,9,60,15,-,-,25,2,5,31,19,45,1,212
270030,ARAPIRACA,7,3123,9033,6488,1787,1416,8180,143,78,1787,414,2252,334,35042
270040,ATALAIA,-,1,-,18,3,-,15,1,9,51,1,142,33,274
270050,BARRA DE SANTO ANTONIO,-,26,10,-,5,-,-,-,2,14,1,1,-,59
270060,BARRA DE SAO MIGUEL,-,3,4,43,2,1,27,1,12,139,4,5,-,241
270070,BATALHA,-,-,189,-,-,-,47,-,6,21,-,34,34,331
270080,BELEM,-,3,14,11,-,-,60,7,-,-,-,13,2,110
270090,BELO MONTE,-,11,26,1,-,-,14,-,-,1,2,11,5,71
270100,BOCA DA MATA,-,21,49,48,-,-,23,-,1,27,58,19,1,247
270110,BRANQUINHA,-,63,13,3,-,-,1,-,40,164,24,19,7,334
270120,CACIMBINHAS,-,8,129,7,-,-,33,-,10,19,2,8,-,216
270130,CAJUEIRO,-,47,5,5,-,-,16,-,47,42,2,4,-,168
270135,CAMPESTRE,-,3,13,8,1,-,5,-,1,1,-,-,-,32
270140,CAMPO ALEGRE,-,6,46,57,-,-,145,6,3,327,129,22,18,759
270150,CAMPO GRANDE,-,-,-,8,-,-,27,-,-,-,-,3,-,38
270160,CANAPI,-,21,400,1,-,-,11,25,-,-,3,7,-,468
270170,CAPELA,-,-,1,1,-,1,65,2,6,110,36,50,2,274
270180,CARNEIROS,-,-,33,24,-,1,2,-,3,9,-,17,1,90
270190,CHA PRETA,-,4,23,-,-,-,-,28,-,-,-,3,-,58
270200,COITE DO NOIA,-,42,40,5,2,7,150,4,-,6,-,3,-,259
270210,COLONIA LEOPOLDINA,-,8,120,114,-,17,48,-,287,374,31,63,47,1109
270220,COQUEIRO SECO,-,34,15,34,-,-,42,-,2,26,2,10,5,170
270230,CORURIPE,-,8,2,2,-,10,129,2,11,366,115,185,42,872
270235,CRAIBAS,-,6,96,6,-,2,187,18,6,40,2,162,5,530
270240,DELMIRO GOUVEIA,-,66,419,121,9,9,84,225,48,219,18,313,18,1549
270250,DOIS RIACHOS,-,4,98,8,1,6,2,-,3,5,1,5,3,136
270255,ESTRELA DE ALAGOAS,-,1,26,-,-,-,21,-,4,-,-,-,1,53
270260,FEIRA GRANDE,-,143,179,57,-,-,136,44,7,41,24,488,22,1141
270270,FELIZ DESERTO,-,1,-,-,-,-,33,1,1,2,1,-,-,39
270280,FLEXEIRAS,-,2,8,2,-,-,97,1,13,69,1,37,19,249
270290,GIRAU DO PONCIANO,-,12,53,15,2,1,31,4,5,2,2,20,5,152
270300,IBATEGUARA,-,-,3,2,1,-,74,63,8,38,9,14,137,349
270310,IGACI,-,6,69,12,1,1,35,6,-,117,-,4,-,251
270320,IGREJA NOVA,-,4,14,6,2,3,153,4,12,13,2,10,-,223
270330,INHAPI,-,3,1305,71,2,2,21,7,-,101,5,25,9,1551
270340,JACARE DOS HOMENS,-,-,6,2,-,2,40,5,3,26,5,30,-,119
270350,JACUIPE,-,3,9,2,1,-,12,4,20,3,2,4,-,60
270360,JAPARATINGA,-,1,-,-,-,1,39,-,10,19,2,132,16,220
270370,JARAMATAIA,-,2,9,-,-,-,85,7,-,31,3,26,-,163
270375,JEQUIA DA PRAIA,-,8,7,3,-,-,15,1,-,3,2,32,-,71
270380,JOAQUIM GOMES,-,4,28,8,-,3,211,5,32,102,5,108,31,537
270390,JUNDIA,-,-,-,-,-,-,7,-,-,14,-,9,11,41
270400,JUNQUEIRO,-,62,45,362,3,2,124,17,3,98,26,26,22,790
270410,LAGOA DA CANOA,-,22,24,6,-,-,533,6,8,40,-,2,-,641
270420,LIMOEIRO DE ANADIA,2,52,56,90,5,1,502,1,28,135,8,34,2,916
270430,MACEIO,7,6002,4021,5802,725,431,5027,990,4135,15634,2463,8112,1255,54604
270440,MAJOR ISIDORO,-,8,509,-,-,-,47,18,25,5,2,1,1,616
270450,MARAGOGI,-,130,477,251,100,53,222,97,119,769,101,894,122,3335
270460,MARAVILHA,-,1,15,-,2,-,-,12,4,1,-,3,1,39
270470,MARECHAL DEODORO,-,105,636,316,10,3,30,3,62,2397,13,479,20,4074
270480,MARIBONDO,-,10,56,28,1,3,9,-,-,130,3,20,31,291
270490,MAR VERMELHO,-,-,-,-,-,-,-,12,-,-,-,5,-,17
270500,MATA GRANDE,-,5,2747,611,3,4,176,6,-,28,6,40,3,3629
270510,MATRIZ DE CAMARAGIBE,-,-,15,44,-,1,16,-,12,1127,7,24,227,1473
270520,MESSIAS,-,5,31,41,-,-,29,49,38,540,-,1,-,734
270530,MINADOR DO NEGRAO,-,-,-,5,-,-,9,-,-,-,-,5,-,19
270540,MONTEIROPOLIS,-,7,33,32,-,-,25,-,1,-,-,1,1,100
270550,MURICI,2,35,10,-,13,1,2,-,494,402,20,107,20,1106
270560,NOVO LINO,-,-,6,17,-,-,11,5,1,-,-,4,-,44
270570,OLHO D'AGUA DAS FLORES,-,4,24,8,-,-,100,3,-,73,3,108,2,325
270580,OLHO D'AGUA DO CASADO,-,1,1,-,-,-,-,1,-,1,1,3,6,14
270590,OLHO D'AGUA GRANDE,-,-,3,1,-,-,33,1,3,-,-,-,-,41
270600,OLIVENCA,-,6,160,92,-,-,3,-,-,57,-,3,1,322
270610,OURO BRANCO,-,11,553,20,3,-,-,8,2,1,1,-,-,599
270620,PALESTINA,-,11,13,1,-,2,172,-,1,2,-,29,-,231
270630,PALMEIRA DOS INDIOS,-,204,1775,507,64,30,282,62,25,1223,77,1106,129,5484
270640,PAO DE ACUCAR,-,22,61,37,9,-,77,9,1,4,-,396,9,625
270642,PARICONHA,-,4,26,7,1,2,2,1,-,2,-,24,-,69
270644,PARIPUEIRA,-,19,15,16,5,7,72,14,18,13,1,18,55,253
270650,PASSO DE CAMARAGIBE,-,2,1,-,-,1,1,-,-,8,-,-,5,18
270660,PAULO JACINTO,-,-,1,-,-,-,35,49,3,43,-,5,-,136
270670,PENEDO,1,1276,555,667,4,2,916,14,212,103,1,12,20,3783
270680,PIACABUCU,-,3,41,47,1,2,132,14,6,54,1,27,-,328
270690,PILAR,-,90,200,111,20,11,107,56,121,237,7,222,20,1202
270700,PINDOBA,-,1,-,-,-,-,4,5,-,-,-,-,-,10
270710,PIRANHAS,-,18,61,8,-,-,35,1,-,32,4,13,1,173
270720,POCO DAS TRINCHEIRAS,-,3,39,65,1,2,6,22,-,-,-,4,-,142
270730,PORTO CALVO,-,27,49,1,7,1,288,36,33,140,59,96,126,863
270740,PORTO DE PEDRAS,-,-,5,-,2,4,4,1,-,17,-,54,61,148
270750,PORTO REAL DO COLEGIO,-,-,24,6,-,-,11,-,-,11,10,12,-,74
270760,QUEBRANGULO,-,-,-,-,2,1,82,32,17,137,3,14,1,289
270770,RIO LARGO,3,427,159,916,56,44,179,23,34,212,-,87,1,2141
270780,ROTEIRO,-,1,11,124,-,-,-,-,-,15,-,73,1,225
270790,SANTA LUZIA DO NORTE,-,15,-,1,-,-,61,4,3,183,11,5,2,285
270800,SANTANA DO IPANEMA,5,605,884,1191,35,13,29,4,3,152,8,412,23,3364
270810,SANTANA DO MUNDAU,-,4,11,1,-,-,178,1,4,10,23,61,11,304
270820,SAO BRAS,-,1,1,1,-,-,50,-,-,-,-,2,-,55
270830,SAO JOSE DA LAJE,-,4,-,22,3,11,9,6,44,173,24,98,-,394
270840,SAO JOSE DA TAPERA,-,3,5,5,-,-,7,7,-,1,1,8,3,40
270850,SAO LUIS DO QUITUNDE,-,8,26,2,8,1,32,6,26,279,-,9,428,825
270860,SAO MIGUEL DOS CAMPOS,-,45,86,53,5,3,131,25,335,1392,250,405,79,2809
270870,SAO MIGUEL DOS MILAGRES,-,8,-,28,1,-,4,-,-,2,-,-,12,55
270880,SAO SEBASTIAO,1,128,222,8,1,-,218,22,7,9,1,6,1,624
270890,SATUBA,-,48,22,13,-,1,90,2,5,199,2,8,6,396
270895,SENADOR RUI PALMEIRA,-,1,208,3,3,-,5,14,2,16,-,69,4,325
270900,TANQUE D'ARCA,-,2,4,4,-,-,9,3,-,-,-,-,-,22
270910,TAQUARANA,-,21,79,88,5,-,135,1,2,239,7,67,1,645
270915,TEOTONIO VILELA,-,17,376,87,5,10,20,2,9,147,8,14,5,700
270920,TRAIPU,-,-,52,38,-,-,27,3,6,6,14,6,16,168
270930,UNIAO DOS PALMARES,-,68,188,433,3,85,125,10,992,2533,674,325,95,5531
270940,VICOSA,-,98,84,28,2,-,214,118,96,320,5,55,36,1056
280020,AQUIDABA,-,8,47,1,-,-,5,6,5,-,5,-,-,77
280030,ARACAJU,2,1280,3046,1252,283,167,2744,1074,224,3646,1474,868,408,16468
280040,ARAUA,-,5,1,3,-,-,4,2,11,21,32,5,1,85
280050,AREIA BRANCA,-,3,12,9,-,-,5,-,-,41,13,9,-,92
280060,BARRA DOS COQUEIROS,-,79,81,27,3,-,70,24,5,56,36,13,3,397
280067,BOQUIM,-,14,16,22,-,-,12,1,29,7,20,4,2,127
280070,BREJO GRANDE,-,-,-,-,-,-,85,-,-,2,1,-,3,91
280100,CAMPO DO BRITO,-,4,4,10,-,-,8,2,1,29,8,-,1,67
280110,CANHOBA,-,4,-,1,-,-,10,-,-,-,9,-,-,24
280120,CANINDE DE SAO FRANCISCO,-,11,53,1,-,-,15,3,2,16,10,15,2,128
280130,CAPELA,-,1,4,-,6,-,6,1,-,17,5,3,1,44
280140,CARIRA,-,1,71,-,-,-,16,31,1,28,7,46,-,201
280150,CARMOPOLIS,-,23,51,5,-,-,11,13,4,5,40,-,-,152
280160,CEDRO DE SAO JOAO,-,1,1,-,-,-,20,2,17,-,1,3,1,46
280170,CRISTINAPOLIS,-,1,107,-,-,-,12,3,-,1,7,-,-,131
280190,CUMBE,-,-,-,-,-,-,7,-,4,5,3,7,4,30
280200,DIVINA PASTORA,-,-,-,-,-,-,2,-,-,18,-,9,-,29
280210,ESTANCIA,-,61,153,176,22,4,257,70,7,134,132,109,33,1158
280220,FEIRA NOVA,-,-,-,-,-,-,3,-,-,-,-,-,-,3
280230,FREI PAULO,-,-,-,-,-,-,3,-,1,-,1,1,-,6
280240,GARARU,-,15,41,1,1,1,62,4,-,3,39,2,-,169
280250,GENERAL MAYNARD,-,4,14,-,-,-,5,-,-,4,5,1,-,33
280260,GRACHO CARDOSO,-,-,-,1,-,-,-,-,-,-,-,-,2,3
280270,ILHA DAS FLORES,-,14,2,2,1,-,17,-,-,-,2,-,-,38
280280,INDIAROBA,-,-,5,16,-,-,-,1,-,4,22,7,-,55
280290,ITABAIANA,-,11,1650,53,2,3,225,6,7,30,89,29,6,2111
280300,ITABAIANINHA,-,397,927,516,12,3,17,22,87,49,10,10,7,2057
280310,ITABI,-,-,8,-,-,-,-,-,-,-,-,-,-,8
280320,ITAPORANGA D'AJUDA,-,5,31,29,9,2,52,7,1,15,8,7,-,166
280330,JAPARATUBA,-,-,-,-,-,2,21,12,10,-,-,9,1,55
280340,JAPOATA,-,-,2,10,2,-,-,3,1,6,1,3,-,28
280350,LAGARTO,-,22,90,15,4,-,438,70,37,74,144,157,21,1072
280360,LARANJEIRAS,-,-,53,8,2,-,18,9,3,6,2,3,-,104
280370,MACAMBIRA,-,-,-,3,-,-,4,-,-,-,1,-,-,8
280380,MALHADA DOS BOIS,-,-,-,-,-,-,2,-,11,-,3,2,-,18
280390,MALHADOR,-,10,9,-,2,-,6,11,8,19,20,3,-,88
280400,MARUIM,-,-,-,-,-,-,8,1,1,-,2,2,-,14
280410,MOITA BONITA,-,-,24,2,-,-,8,1,1,2,19,6,11,74
280420,MONTE ALEGRE DE SERGIPE,-,-,10,4,-,5,60,9,2,5,44,8,3,150
280430,MURIBECA,-,-,3,-,1,2,5,3,1,-,3,-,-,18
280440,NEOPOLIS,-,46,155,16,8,-,109,4,4,20,2,18,2,384
280445,NOSSA SENHORA APARECIDA,-,1,3,1,-,-,5,-,-,-,4,-,-,14
280450,NOSSA SENHORA DA GLORIA,-,8,21,21,32,12,358,16,18,171,169,106,129,1061
280460,NOSSA SENHORA DAS DORES,-,2,57,-,-,-,55,8,22,4,2,18,-,168
280470,NOSSA SENHORA DE LOURDES,-,-,13,114,1,-,60,-,-,-,-,1,-,189
280480,NOSSA SENHORA DO SOCORRO,-,5,6,4,8,-,583,183,124,383,122,139,17,1574
280490,PACATUBA,-,12,7,13,-,1,8,-,2,-,2,3,3,51
280500,PEDRA MOLE,-,-,1,88,-,-,52,-,1,-,2,-,1,145
280520,PINHAO,-,3,32,9,1,-,-,8,3,1,4,1,-,62
280530,PIRAMBU,-,2,2,10,-,-,15,3,1,-,20,6,1,60
280540,POCO REDONDO,-,1,8,4,-,-,45,2,1,1,-,13,-,75
280550,POCO VERDE,-,-,2,21,-,-,6,-,-,3,-,1,6,39
280560,PORTO DA FOLHA,-,-,-,-,2,2,14,12,10,20,10,3,-,73
280570,PROPRIA,-,8,9,358,208,25,188,3,16,11,44,105,163,1138
280580,RIACHAO DO DANTAS,-,-,73,15,-,1,10,-,2,4,-,5,-,110
280590,RIACHUELO,-,19,39,1,-,-,-,-,-,1,-,2,-,62
280600,RIBEIROPOLIS,-,5,-,2,-,-,42,4,4,-,-,3,-,60
280610,ROSARIO DO CATETE,-,1,776,3,-,-,2,2,-,-,-,4,-,788
280620,SALGADO,-,2,46,30,-,-,4,1,1,31,5,73,-,193
280630,SANTA LUZIA DO ITANHY,-,3,4,-,-,-,1,8,-,3,4,10,-,33
280640,SANTANA DO SAO FRANCISCO,-,3,7,-,-,-,2,-,2,-,-,16,1,31
280650,SANTA ROSA DE LIMA,-,-,26,-,1,-,-,12,-,4,-,2,2,47
280660,SANTO AMARO DAS BROTAS,-,3,-,6,-,-,13,1,2,3,2,1,-,31
